Question,Answer
태극 무공훈장 수여자에게 지급되는 무공영예수당의 금액이 궁금합니다.,태극 무공훈장을 받으신 분은 매월 47만 원의 무공영예수당을 지급받으실 수 있습니다.
"충무 무공훈장을 받은 경우, 어떻게 무공영예수당을 신청할 수 있나요?",충무 무공훈장 수여자는 주소지 관할 보훈지(방)청에 직접 신청함으로써 무공영예수당을 받으실 수 있습니다.
무공영예수당의 지급 대상이 되려면 몇 살 이상이어야 하나요?,무공영예수당은 만 60세 이상의 무공훈장 수여자분들께 지급되는 수당입니다.
인헌 무공훈장을 받은 분들이 받는 무공영예수당 금액이 얼마인지 알려주세요.,인헌 무공훈장을 받으신 분들은 매월 45만 원의 무공영예수당을 받습니다.
무공영예수당 수급을 위해 필요한 서류는 무엇인가요?,무공영예수당 수급을 위한 구체적인 필요 서류는 주소지 관할 보훈지(방)청에 문의하여 숙지하시는 것이 좋습니다.
"무공훈장 종류마다 무공영예수당의 금액이 다른 것으로 알고 있는데, 정확한 금액을 알려주세요.","태극은 47만 원, 을지는 46만 5,000 원, 충무는 46만 원, 화랑은 45만 5,000 원, 인헌은 45만 원으로, 훈격에 따라 무공영예수당의 금액이 매월 다르게 지급됩니다."
장기복무 제대군인 취업지원 프로그램 신청을 통해 국가기관에 의무채용 비율은 어떻게 되나요?,국가기관 등에서는 정원이 5명 이상인 경우 정원의 18%를 의무적으로 장기복무 제대군인을 포함한 국가유공자 등을 채용해야 합니다.
제대 후 10년 이상 군 복무한 사람이 취업 지원을 받고 싶다면 어느 기관에 연락해야 하나요?,"취업을 희망하는 기관 소재지 관할 보훈관서에 신청서를 제출해야 하며, 추가 문의는 보훈상담센터로 연락하면 됩니다(☎1577-0606)."
전역한 제대군인이 정부 추천을 받아 우선 고용될 수 있는 일반 기업체의 고용 의무 비율은 몇 %인가요?,일반 기업체에서는 전체 고용인원의 3-8% 범위 내에서 관할 보훈(지)청장의 추천을 받은 제대군인 등을 우선 고용해야 합니다.
장기복무 제대군인이 취업지원을 통해 취업 추천을 받을 수 있는 횟수는 몇 회인가요?,장기복무 제대군인은 취업지원을 통해 최대 3회까지 취업 추천을 받을 수 있습니다.
공공 기관이나 기업체에서 장기복무 제대군인을 특별고용할 때 가산되는 의무고용비율은 얼마인가요?,공기업체 등의 경우 일반 의무고용비율에 추가로 1%를 가산하여 4-9% 범위 내에서 제대군인을 특별고용해야 합니다.
10년 이상 군 복무 후 전역한 장교가 취업지원 프로그램을 신청하려면 어떤 서류를 준비해야 하나요?,취업을 희망하는 기관 소재지 관할 보훈관서에 제출해야 할 신청서류가 필요합니다. 상세 내용은 관할 보훈관서에 문의하거나 보훈상담센터에 연락하면 안내받을 수 있습니다.
준사관으로 10년 동안 복무하고 제대한 이후에도 군인 취업지원 프로그램의 혜택을 받을 수 있나요?,"네, 10년 이상 현역으로 복무하고 준사관으로 전역한 경우에도 장기복무 제대군인 취업지원 프로그램의 대상이 됩니다."
"부사관 출신으로 제대한 후 취업지원을 받기 위해 보훈(지)청에 신청하려 하는데, 문의할 수 있는 전화번호를 알려주세요.","보훈(지)청 또는 보훈상담센터에 문의하실 수 있으며, 연락처는 ☎1577-0606입니다."
국공립학교에서 장기복무 제대군인 취업지원 프로그램에 따른 의무채용 비율은 어떻게 되나요?,국공립학교를 포함한 국가기관에서는 정원이 5명 이상일 경우 정원의 18%에 해당하는 장기복무 제대군인을 포함한 국가유공자 등을 의무적으로 채용해야 합니다.
군대에서 10년 이상 복무한 장교가 전역 후 기업체에 특별채용을 통해 일하기로 결정되면 취업 추천은 몇 번 더 받을 수 있나요?,취업 추천은 총 3회까지 가능하므로 이미 한 번 특별채용을 통해 취업이 결정된 경우에는 추가로 2회 더 취업 추천을 받을 수 있습니다.
독립유공자도 LPG차량 세금인상분 지원 대상인가요?,"네, 독립유공자도 국가보훈대상자 LPG차량 세금인상분 지원 대상에 포함됩니다."
보훈보상대상자가 받을 수 있는 LPG 할인은 리터당 얼마인가요?,보훈보상대상자는 LPG 충전 시 리터당 220원 할인을 받을 수 있습니다.
"LPG차량 유류세 인하 조치가 적용되고 있는 현재, 할인율은 어떻게 되나요?",유류세 인하 조치에 따라 현재는 리터당 150원 할인을 적용 받고 있습니다.
5·18민주화운동 부상자가 LPG 할인을 받기 위한 월 사용량 한도는 얼마인가요?,월 사용량 한도는 300리터입니다.
LPG 차량 운전자가 복지카드를 신청하려면 어디로 가야 하나요?,전국 보훈관서에서 국가유공자 복지카드 신청을 하실 수 있습니다.
고엽제 후유의증환자는 어떻게 LPG충전 할인을 받을 수 있나요?,고엽제 후유의증환자는 복지카드를 발급받아 LPG 충전 시 할인 혜택을 받을 수 있습니다.
LPG충전 할인 지원은 언제부터 조정된 금액이 적용되었나요?,2022년 7월 1일 0시부터 조정된 150원의 할인 금액이 적용되기 시작했습니다.
LPG 할인 지원 단가 조정은 어떤 상황에서 발생하나요?,유류세 인하(인상) 등의 변동이 생길 경우 할인 지원 단가 조정이 적용됩니다.
보훈상담센터로 문의 시 어떤 번호로 연락해야 하나요?,보훈상담센터로 문의하실 때는 1577-0606번으로 연락하시면 됩니다.
국가유공상이자가 받는 LPG 할인 지원은 어떤 제한이 있나요?,국가유공상이자에게 제공되는 LPG 할인 혜택에는 월 300리터까지의 사용한도 제한이 있습니다.
독립유공자가 보훈원에 입소하기 위해서는 어떻게 해야 하나요?,보훈원으로 직접 입소 신청을 하시면 됩니다.
5·18민주유공자도 보훈원의 양로지원 대상에 포함되나요?,"네, 보훈원의 양로지원 대상에는 5·18민주유공자도 포함됩니다."
65세 남성 국가유공자는 부양의무자가 없다면 보훈원 입소가 가능한가요?,"네, 부양의무자가 없는 65세 이상 남성 국가유공자라면 보훈원 입소가 가능합니다."
보훈원에 입소한 후 제공되는 서비스에는 무엇이 포함되나요?,"의식주 제공, 의료서비스 지원, 그리고 사망 시 보훈원 부설 공동묘지인 창훈묘원에 안장하는 지원이 포함됩니다."
보훈원 입소 관련해서 더 자세한 내용을 알고 싶을 때 어디로 문의하면 되나요?,"보훈원(☎031-250-1521)으로 연락하시거나, 보훈(지)청 및 보훈상담센터(☎1577-0606)로 문의하면 됩니다."
참전유공자는 보훈원 양로지원을 받을 수 있나요?,"네, 참전유공자도 보훈원 양로지원 대상에 해당됩니다."
보훈원 입소를 희망하는 장애등급 고엽제후유의증환자가 신청해야 하는 곳은 어디인가요?,장애등급을 받은 고엽제후유의증환자도 보훈원으로 직접 입소 신청하시면 됩니다.
"고령의 상이유공자가 보훈원에 입소하길 희망하는데, 남성과 여성의 기준 연령이 다른가요?","네, 상이유공자의 경우 남성은 60세 이상, 여성은 55세 이상이면 보훈원 입소를 신청할 수 있습니다."
"보훈원 부설 공동묘지에 안장을 원하는 경우, 별도로 신청을 해야 하나요?",보훈원에 입소하신 분들은 사망 시 자동으로 보훈원 부설 공동묘지인 창훈묘원에 안장 지원을 받으실 수 있습니다.
"보훈원 양로지원 대상은 남성과 여성이 나이 기준이 다른데, 구체적으로 어떤 차이가 있나요?","보훈원 양로지원 대상의 경우 일반적으로 남성은 65세 이상, 여성은 60세 이상이며, 상이유공자의 경우 남성은 60세 이상, 여성은 55세 이상이 해당됩니다."
6·25전쟁에 참전하고 순직한 군경의 미성년 자녀가 성인이 되면 받을 수 있는 지원금이 있나요?,"네, 제적자녀로 분류되어 6·25전투기간 중 전사한 부모의 미성년 자녀가 성인이 되어 연금 수급권이 소멸된 경우 매월 153만 6,000원의 자녀수당을 받을 수 있습니다. 추가로 제적 위로 가산금 8만 원이 지급됩니다."
1997년 12월 31일 이전에 순직 군경의 배우자나 부모가 사망하였다면 자녀는 어떤 수당을 받을 수 있나요?,"그런 경우 해당 자녀는 승계자녀에 해당되며, 승계자녀로 인정받아 매월 130만 7,000원의 6·25자녀수당을 받을 수 있습니다."
"만약 전사자의 가족이 1998년 이후 사망했다면, 생계곤란 추가 지원을 받을 수 있는 자녀수당은 얼마인가요?","신규 승계자녀의 경우, 생계곤란 상황이 추가로 지원되며, 자녀수당 총액은 매월 43만 9,000원이며, 여기에 추가로 11만 4,000원이 지급되는 것으로 정해져 있습니다."
"병사나 경찰관으로 6·25전쟁에 참여하다 전사하거나 순직한 경우, 그의 자녀들이 받을 수 있는 지원은 어떻게 신청하나요?",해당 자녀들은 주소지 관할 보훈지(방)청에 신청하여 지원을 받을 수 있습니다.
6·25자녀수당에 대해 상담을 받고 싶을 때 어디로 연락해야 하나요?,6·25자녀수당에 대한 문의는 주소지 관할 보훈지(방)청 또는 보훈상담센터(1577-0606)로 연락하여 상담을 받을 수 있습니다.
전사자의 자녀가 부모가 받던 연금을 승계할 수 있는 조건은 무엇인가요?,"전사자의 배우자 또는 부모가 1997년 12월 31일 이전에 사망한 경우에는 승계자녀가 되어 연금을 승계받을 수 있으며, 1998년 1월 1일 이후에 사망한 경우에는 신규 승계자녀로 구분되어 연금을 승계할 수 있습니다."
6·25자녀수당을 받기 위해 필요한 서류나 절차는 어떻게 되나요?,"자녀수당을 신청하기 위한 구체적인 필요 서류나 절차는 주소지 관할 보훈지(방)청에서 안내받을 수 있으며, 적절한 절차에 따라 신청하게 됩니다."
전사자의 자녀가 미성년일 때와 성년일 때 받을 수 있는 6·25자녀수당에 차이가 있나요?,"네, 차이가 있습니다. 미성년 자녀가 성년이 되어 제적자녀로 분류되면 매월 153만 6,000원의 자녀수당을 받을 수 있고, 이는 미성년자가 받는 금액과 다를 수 있습니다."
"전사자의 배우자가 사망한 후, 자녀는 어떠한 지원을 추가로 받을 수 있나요?","배우자가 사망한 날짜에 따라 달라집니다. 1997년 12월 31일 이전에 사망한 경우, 자녀는 승계자녀로 분류되어 정해진 자녀수당을 받고, 1998년 1월 1일 이후에 배우자가 사망한 경우, 신규 승계자녀로 분류되면서 생계곤란 추가 지원금을 받을 수 있습니다."
전쟁으로 인해 고아가 된 아이들에게 지급되는 6·25자녀수당은 주로 어떤 형태로 지급되나요?,"6·25자녀수당은 대부분 현금으로 지급되며, 수당은 매월 정해진 금액을 받게 됩니다. 추가로 생계지원이 필요한 경우 추가 지원금이 지급될 수 있습니다."
"국가보훈대상자 학습보조비를 받는 대상이 궁금한데요, 누가 해당되나요?","국가보훈 관계 법령에 의해 교육지원을 받는 유공자 본인과 전몰·순직·사망유공자의 배우자, 자녀가 해당되며, 독립유공자의 경우에는 손자녀까지 포함됩니다."
